timestamp,ax,ay,az,label
0.0,0.02914151239263294,-0.011199523187214865,1.0375225597903228,sitting
0.02,0.048216941491736415,-0.03853105565961509,0.9348910246568841,sitting
0.04,0.02383521209501856,0.010512722229692534,0.9991599421247855,sitting
0.06,-0.005591317827207402,0.04638193924588485,1.0388895967714473,sitting
0.08,0.021980920926836484,0.05381723620904098,1.0233754671126023,sitting
0.1,-0.0057787738864971475,0.031062523522474968,0.9520558699585501,sitting
0.12,0.04635350903921817,0.018502222670412412,0.990756881822737,sitting
0.14,-0.0004278863321182415,0.05667624016022091,0.9922735258965599,sitting
0.16,0.007150165335106784,0.009435993485353114,1.0266154592776675,sitting
0.18,0.030963321930922348,0.032381978347879654,1.021541050150394,sitting
0.2,0.08424942802611383,0.007807549508461534,0.9743878635464231,sitting
0.22,-0.004413181847436332,0.03847938267726487,1.0564486146360446,sitting
0.24,0.016581576270353747,-0.005204694308875841,0.958775939215438,sitting
0.26,0.03951778363474103,0.04229762513610327,1.0271577134152599,sitting
0.28,3.4708781339171796e-05,0.026964839692001592,1.0058342904570363,sitting
0.3,0.02656065790187039,0.046142863338445694,1.011179777438734,sitting
0.32,0.04036740689215684,0.022027372084666742,1.0144559699344993,sitting
0.34,0.03893864677515621,-0.023714674595669994,0.9840164391821349,sitting
0.36,0.005888820371216135,0.0008336645526997449,0.9862428874386658,sitting
0.38,0.06484823933703188,-0.005974933470797295,1.0484139177295742,sitting
0.4,-0.030486093148474138,0.009953449100426755,1.0081376532552502,sitting
0.42,0.03758666994077835,0.04133679739378565,1.0396673617599963,sitting
0.44,0.009538247832546873,0.006129446220062985,1.0428987940628578,sitting
0.46,0.014260870253551553,-0.018270589700137656,0.943335639299826,sitting
0.48,-0.007583568580048338,0.03491482232161292,1.0071212868035282,sitting
0.5,0.04071456062203305,0.007182420609903973,1.0079269845538357,sitting
0.52,0.0387677118190201,0.010719603808392849,1.0228387618778705,sitting
0.54,0.00014222176800046324,0.009108384603047847,0.9809131053000836,sitting
0.56,-0.015875189367671187,0.03460917442356745,0.9765298829898638,sitting
0.58,0.020374823561830624,0.03442239976717727,1.0223265588014971,sitting
0.6,0.03996155326918359,0.017045435464717294,0.9788350843977923,sitting
0.62,0.017608453672808028,-0.030620033018740892,0.9276443763788457,sitting
0.64,-0.019680988370632067,-0.00991740482804445,1.0199887113361719,sitting
0.66,-0.007164371660801822,0.00865512337881831,1.0649614148893032,sitting
0.68,0.009312080868157224,0.0421254670540126,0.9533191159995061,sitting
0.7,0.013836873263971101,-0.008500661647317435,0.9830483462049718,sitting
0.72,0.04520924412372186,-0.03181961269577045,1.021721182177293,sitting
0.74,0.02713206806996834,0.0021755013290961703,0.9276971072805773,sitting
0.76,0.022163885231416085,0.004115218728085929,1.0116338105677352,sitting
0.78,0.02065556436570329,0.06805336673962746,0.9880322186263488,sitting
0.8,-0.010704924778655946,0.025378269048689485,1.0109998341985882,sitting
0.82,0.0607756272572131,0.04505333737743736,1.0178435529574754,sitting
0.84,0.06389908673658685,-0.015662891629685528,0.9680124233625126,sitting
0.86,-0.007797278242165747,0.008305705905326963,0.9311656926221845,sitting
0.88,0.03905452840443213,0.0133333190870368,0.9264596852748671,sitting
0.9,-0.010467372436226245,0.02940541542350586,1.041906328394719,sitting
0.92,0.0799019267507536,0.10741587398021989,1.0207204716637999,sitting
0.94,-0.009686143600955922,-0.043961388421939265,1.0133855731171917,sitting
0.96,-0.0043882328593097784,0.007539282194609441,0.9693951600470097,sitting
0.98,0.015776273407508444,0.051979406923629304,1.0078524283722672,sitting
1.0,0.01524095488883935,-0.011069612584774347,0.9162658527647821,sitting
1.02,0.005410762727800075,0.018386523475450386,1.0883964956789942,sitting
1.04,0.023908235644186576,0.04948218533069172,0.9750352200730424,sitting
1.06,-0.015548312992510738,-0.008953502866971153,0.9637386967732123,sitting
1.08,0.08385409197305493,-0.004641600376731583,1.0419244601868172,sitting
1.1,-0.007087815342610791,0.04794719038622732,1.0192475483052932,sitting
1.12,0.015300863070257287,0.01877712421593698,0.9672606152285305,sitting
1.14,0.03338216604446242,0.0063504955897766,0.9387197118116376,sitting
1.16,-0.018338127229588577,0.025177637531663584,1.0789545628205217,sitting
1.18,0.02479974840720315,0.016440850216703523,1.0142913069801271,sitting
1.2,0.05918005225120475,0.02658147504091569,0.9794536384583131,sitting
1.22,0.05318866130179667,0.032862693153848405,1.0767877995997996,sitting
1.24,0.025497033116657186,-0.01673407095161501,0.9315920400377168,sitting
1.26,0.06952783796693748,0.07170997162349892,0.99102403933587,sitting
1.28,0.00850438036592037,0.06384332876726606,0.9446477158978256,sitting
1.3,-0.0068418105686747915,0.03929980384067133,0.9802697438570205,sitting
1.32,0.01984634399839786,0.015096713044264624,1.0168787274399467,sitting
1.34,0.0622244558394115,0.022717547207052366,1.0321969396638428,sitting
1.36,-0.04150516303093067,0.018538447942096463,0.9578384864853564,sitting
1.38,-0.01656439181270884,-0.00634457100786252,0.9832938279649593,sitting
1.4,0.04747707627068039,-0.019791781532186917,1.0015315746297209,sitting
1.42,0.005474916999992646,0.010169807169141174,1.0501378912652302,sitting
1.44,0.03614346311011778,0.060121943223282306,0.992274716037505,sitting
1.46,-0.0008782783501210915,0.013284235493585015,1.0121248395635611,sitting
1.48,0.025297200753611332,-0.012531642167000995,1.0045244890813938,sitting
1.5,0.026846849904167153,0.09552422112601762,1.0938422305640836,sitting
1.52,-0.005597300516764599,0.011378499153524717,0.9268278999081498,sitting
1.54,0.0022787895810954077,0.029468150107710214,1.0602926810444118,sitting
1.56,-0.0018725151323082528,0.00037560679796610347,0.8926355485130673,sitting
1.58,0.01512002238365277,-0.011872432355786892,0.9735280286316963,sitting
1.6,-0.006305823345027644,0.01717212337242329,0.9121135804321684,sitting
1.62,-0.024011357361729716,0.08387741336084895,0.9356288709362984,sitting
1.64,-0.012903567353639189,0.07510740584963942,1.1452533584620204,sitting
1.66,-0.015146998864760248,0.008952531296359085,1.0170777775470254,sitting
1.68,0.07186092933216777,-0.009605712352847122,0.9877361077028946,sitting
1.7,0.04332012728185232,0.033042982233998555,0.9811921964384951,sitting
1.72,0.015985311064518767,-0.021246874251099456,0.9880913128012667,sitting
1.74,0.012008375299731347,0.02696509668878768,0.9722336390590492,sitting
1.76,0.03414615567635417,0.05038147453459486,1.0077714663834234,sitting
1.78,0.030552692251976106,0.021594660427336022,1.0000042196545706,sitting
1.8,-0.0016467410062854203,0.02949482785019924,0.9951356700793256,sitting
1.82,0.08279504926791785,0.06720064707425727,1.019292327627825,sitting
1.84,-0.0028917162908430258,-0.013372344159502534,1.0595571476544432,sitting
1.86,0.027882476754414156,0.03440430210174832,0.9127707006512904,sitting
1.88,0.047823154446745425,0.03363261014643089,0.9444784657792761,sitting
1.9,0.005854255776501532,0.027911516130695587,1.0026233399178122,sitting
1.92,0.01123486442589335,0.016895351958021176,0.9874011310896558,sitting
1.94,0.02457687536307406,0.0641447591897947,0.8716670779534351,sitting
1.96,0.012894492064709474,0.02529537264117341,1.014799699484355,sitting
1.98,0.008842562560361306,-0.03270165347435748,1.0163997741857054,sitting
2.0,0.07182050642492555,-0.02601584214748413,1.0431914006849095,sitting
2.02,0.010144243306313184,0.018160269625134583,0.9473550744648025,sitting
2.04,0.0099663148293237,0.059001337840968754,1.0291327620993853,sitting
2.06,0.07196934816229832,0.0553223566693308,1.0219543339464787,sitting
2.08,0.07231803578503376,0.033169794762148964,1.041399408839853,sitting
2.1,0.01110287139395875,0.021996374475776147,0.9651288088349862,sitting
2.12,0.04968751803784559,-0.015349108693445964,1.039117517120883,sitting
2.14,0.014280468274845217,0.055137412804019584,1.037543449436563,sitting
2.16,0.07461938472940405,0.041923240734159345,0.9213979872173379,sitting
2.18,0.017991404813053974,-0.015160215777844478,0.9740860078816863,sitting
2.2,0.06533685299830165,0.03912601432693088,0.9650534785710627,sitting
2.22,-0.010411520993211965,0.020983462786287824,0.9391719925309436,sitting
2.24,-0.00013420832189743256,0.029360284146537317,1.0577656018053347,sitting
